anomaly_id,date,kpi,tier,severity,direction,deviation_pct,z_score,suspected_driver_kpi,driver_direction,root_cause_confidence,confidence_tier,is_externally_driven,external_driver_type,actionability_score,actionability_label,escalation_suppressed,rca_narrative,revenue_at_risk,margin_impact,customer_impact,monthly_shortfall,impact_pct_of_plan,impact_narrative,priority_score,priority_band,priority_rank,layer4_priority_flag,immediate_action,short_term_fix,recommended_owner,effort_level,llm_enhanced,urgency_label,delivery_channel,delivery_status,sent_at,message_id,recipient,alert_subject
ANO-20240315-ORD,2024-03-15,n_orders,1,MEDIUM,DOWN,-35.71,-2.2526,n_orders,DOWN,,UNAVAILABLE,False,none,1.0,HIGH,False,[MEDIUM] n_orders moved DOWN -35.7% on 2024-03-15. Root: n_orders (no deeper driver above watch threshold). No external suppression. Fully actionable.,27887.65,13854.08,350,119518.5,34.006,"Order volume is tracking $27,888 below forecast for the week. At current trajectory, this represents a $119,518 monthly shortfall — 34.0% below plan. Approximately 350 customers experienced degraded order volume.",0.83193,HIGH,54,INVESTIGATE,"Check checkout completion rate, payment errors, and whether active promotional codes are functioning",Activate win-back campaign for lapsed customers; review pricing vs nearest competitors,Revenue Operations / Product,M,False,Daily,Email,QUEUED,2024-03-18 08:00:00,MSG-INV-0005,ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Order Volume DOWN -35.7% — Priority #54 | 2024-03-15
ANO-20240417-ORD,2024-04-17,n_orders,1,MEDIUM,UP,5.95,1.9074,sessions,UP,0.9,HIGH,False,none,1.0,SUPPRESSED,True,[MEDIUM] n_orders moved UP +6.0% on 2024-04-17. Chain: n_orders -> sessions. Suspected driver: sessions. Causal confidence: 90%. Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-5279.16,-2622.59,66,-22624.96,-6.4374,"Order volume surged +6.0% above forecast. Weekly revenue uplift: +$5,279 (+$22,625 monthly, 6.4% above plan). Approximately 66 customers contributed to the uplift.",0.866087,HIGH,31,SUPPRESSED,Verify fulfilment capacity and SLA commitments can handle the order spike volume,Scale customer support capacity; fast-track inventory reorder for top-revenue SKUs,Operations / Supply Chain,M,False,Suppressed,,SUPPRESSED,2024-04-17 09:00:00,MSG-SUP-0029,audit-log@company.com,"[SUPPRESSED] Order Volume UP +6.0% — Positive change, no alert needed | 2024-04-17"
ANO-20240618-ORD,2024-06-18,n_orders,1,MEDIUM,UP,11.21,2.1363,sessions,DOWN,0.9,HIGH,False,none,1.0,SUPPRESSED,True,[MEDIUM] n_orders moved UP +11.2% on 2024-06-18. Chain: n_orders -> sessions. Suspected driver: sessions. Causal confidence: 90%. Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-9754.93,-4846.07,122,-41806.84,-11.8951,"Order volume surged +11.2% above forecast. Weekly revenue uplift: +$9,755 (+$41,807 monthly, 11.9% above plan). Approximately 122 customers contributed to the uplift.",0.882999,HIGH,25,SUPPRESSED,Verify fulfilment capacity and SLA commitments can handle the order spike volume,Scale customer support capacity; fast-track inventory reorder for top-revenue SKUs,Operations / Supply Chain,M,False,Suppressed,,SUPPRESSED,2024-06-18 09:00:00,MSG-SUP-0023,audit-log@company.com,"[SUPPRESSED] Order Volume UP +11.2% — Positive change, no alert needed | 2024-06-18"
ANO-20240723-ORD,2024-07-23,n_orders,1,MEDIUM,UP,1.93,0.9908,n_orders,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[MEDIUM] n_orders moved UP +1.9% on 2024-07-23. Root: n_orders (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-1836.21,-912.2,23,-7869.48,-2.2391,"Order volume surged +1.9% above forecast. Weekly revenue uplift: +$1,836 (+$7,869 monthly, 2.2% above plan). Approximately 23 customers contributed to the uplift.",0.756999,HIGH,86,SUPPRESSED,Confirm fulfilment capacity; flag to warehouse team for additional staffing if needed,Identify customer segments and channels driving the surge; optimise for repeat purchase,Operations,L,False,Suppressed,,SUPPRESSED,2024-07-23 09:00:00,MSG-SUP-0073,audit-log@company.com,"[SUPPRESSED] Order Volume UP +1.9% — Positive change, no alert needed | 2024-07-23"
ANO-20240820-ORD,2024-08-20,n_orders,1,HIGH,UP,50.93,2.2651,sessions,UP,0.9,HIGH,False,none,1.0,SUPPRESSED,True,[HIGH] n_orders moved UP +50.9% on 2024-08-20. Chain: n_orders -> sessions. Suspected driver: sessions. Causal confidence: 90%. Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-50151.82,-24914.52,629,-214936.39,-61.1548,"Order volume surged +50.9% above forecast. Weekly revenue uplift: +$50,152 (+$214,936 monthly, 61.2% above plan). Approximately 629 customers contributed to the uplift.",0.928095,HIGH,7,SUPPRESSED,Verify fulfilment capacity and SLA commitments can handle the order spike volume,Scale customer support capacity; fast-track inventory reorder for top-revenue SKUs,Operations / Supply Chain,M,False,Suppressed,,SUPPRESSED,2024-08-20 09:00:00,MSG-SUP-0007,audit-log@company.com,"[SUPPRESSED] Order Volume UP +50.9% — Positive change, no alert needed | 2024-08-20"
ANO-20241129-ORD,2024-11-29,n_orders,1,HIGH,UP,37.34,2.2511,n_orders,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[HIGH] n_orders moved UP +37.3% on 2024-11-29. Root: n_orders (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-33855.36,-16818.73,424,-145094.39,-41.283,"Order volume surged +37.3% above forecast. Weekly revenue uplift: +$33,855 (+$145,094 monthly, 41.3% above plan). Approximately 424 customers contributed to the uplift.",0.897271,HIGH,19,SUPPRESSED,Confirm fulfilment capacity; flag to warehouse team for additional staffing if needed,Identify customer segments and channels driving the surge; optimise for repeat purchase,Operations,L,False,Suppressed,,SUPPRESSED,2024-11-29 09:00:00,MSG-SUP-0018,audit-log@company.com,"[SUPPRESSED] Order Volume UP +37.3% — Positive change, no alert needed | 2024-11-29"
ANO-20241202-ORD,2024-12-02,n_orders,1,HIGH,UP,13.35,0.8305,n_orders,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[HIGH] n_orders moved UP +13.3% on 2024-12-02. Root: n_orders (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-12681.4,-6299.89,159,-54348.87,-15.4636,"Order volume surged +13.3% above forecast. Weekly revenue uplift: +$12,681 (+$54,349 monthly, 15.5% above plan). Approximately 159 customers contributed to the uplift.",0.870225,HIGH,29,SUPPRESSED,Confirm fulfilment capacity; flag to warehouse team for additional staffing if needed,Identify customer segments and channels driving the surge; optimise for repeat purchase,Operations,L,False,Suppressed,,SUPPRESSED,2024-12-02 09:00:00,MSG-SUP-0027,audit-log@company.com,"[SUPPRESSED] Order Volume UP +13.3% — Positive change, no alert needed | 2024-12-02"
ANO-20250210-ORD,2025-02-10,n_orders,1,MEDIUM,DOWN,-34.28,-2.2573,avg_discount_pct,DOWN,0.9,HIGH,False,none,1.0,HIGH,False,[MEDIUM] n_orders moved DOWN -34.3% on 2025-02-10. Chain: n_orders -> conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.,27658.09,13740.04,347,118534.68,33.7261,"Order volume is tracking $27,658 below forecast for the week. At current trajectory, this represents a $118,535 monthly shortfall — 33.7% below plan. Approximately 347 customers experienced degraded order volume.",0.911703,HIGH,12,INVESTIGATE,Check checkout completion rate and payment errors; verify demand signals across all acquisition channels,Review competitive pricing; test deeper discount or bundle offers to stimulate demand recovery,Revenue Operations / Pricing,H,False,Daily,Email,QUEUED,2025-02-11 08:00:00,MSG-INV-0001,ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Order Volume DOWN -34.3% — Priority #12 | 2025-02-10
ANO-20251128-ORD,2025-11-28,n_orders,1,HIGH,UP,42.16,2.265,n_orders,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[HIGH] n_orders moved UP +42.2% on 2025-11-28. Root: n_orders (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-34543.95,-17160.81,433,-148045.48,-42.1226,"Order volume surged +42.2% above forecast. Weekly revenue uplift: +$34,544 (+$148,045 monthly, 42.1% above plan). Approximately 433 customers contributed to the uplift.",0.897826,HIGH,18,SUPPRESSED,Confirm fulfilment capacity; flag to warehouse team for additional staffing if needed,Identify customer segments and channels driving the surge; optimise for repeat purchase,Operations,L,False,Suppressed,,SUPPRESSED,2025-11-28 09:00:00,MSG-SUP-0017,audit-log@company.com,"[SUPPRESSED] Order Volume UP +42.2% — Positive change, no alert needed | 2025-11-28"
ANO-20251201-ORD,2025-12-01,n_orders,1,MEDIUM,UP,17.05,0.9199,n_orders,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[MEDIUM] n_orders moved UP +17.1% on 2025-12-01. Root: n_orders (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-14747.17,-7326.13,185,-63202.17,-17.9826,"Order volume surged +17.1% above forecast. Weekly revenue uplift: +$14,747 (+$63,202 monthly, 18.0% above plan). Approximately 185 customers contributed to the uplift.",0.814382,HIGH,68,SUPPRESSED,Confirm fulfilment capacity; flag to warehouse team for additional staffing if needed,Identify customer segments and channels driving the surge; optimise for repeat purchase,Operations,L,False,Suppressed,,SUPPRESSED,2025-12-01 09:00:00,MSG-SUP-0059,audit-log@company.com,"[SUPPRESSED] Order Volume UP +17.1% — Positive change, no alert needed | 2025-12-01"
ANO-20240111-ROAS,2024-01-11,avg_roas,1,HIGH,UP,304.42,2.2014,total_clicks,UP,0.9,HIGH,False,none,1.0,SUPPRESSED,True,[HIGH] avg_roas moved UP +304.4% on 2024-01-11. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-74894.67,-37206.32,939,-320977.16,-91.326,"Marketing ROAS surged +304.4% above forecast. Weekly revenue uplift: +$74,895 (+$320,977 monthly, 91.3% above plan). Approximately 939 customers contributed to the uplift.",0.93914,HIGH,3,SUPPRESSED,Confirm attribution accuracy; check for pixel or tracking changes inflating attributed revenue,Identify campaigns driving ROAS and click uplift; reallocate budget toward top performers,Performance Marketing,L,False,Suppressed,,SUPPRESSED,2024-01-11 09:00:00,MSG-SUP-0003,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +304.4% — Positive change, no alert needed | 2024-01-11"
ANO-20240130-ROAS,2024-01-30,avg_roas,1,MEDIUM,UP,259.11,2.1364,avg_roas,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[MEDIUM] avg_roas moved UP +259.1% on 2024-01-30. Root: avg_roas (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-63747.32,-31668.52,799,-273202.79,-77.733,"Marketing ROAS surged +259.1% above forecast. Weekly revenue uplift: +$63,747 (+$273,203 monthly, 77.7% above plan). Approximately 799 customers contributed to the uplift.",0.854701,HIGH,36,SUPPRESSED,Confirm attribution accuracy; verify no pixel or tracking anomalies are skewing attributed revenue,Identify which campaigns and keywords are driving the uplift; scale budget toward those performers,Performance Marketing,L,False,Suppressed,,SUPPRESSED,2024-01-30 09:00:00,MSG-SUP-0034,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +259.1% — Positive change, no alert needed | 2024-01-30"
ANO-20240131-ROAS,2024-01-31,avg_roas,1,HIGH,UP,165.59,1.5571,avg_roas,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[HIGH] avg_roas moved UP +165.6% on 2024-01-31. Root: avg_roas (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-40739.14,-20238.47,511,-174596.31,-49.677,"Marketing ROAS surged +165.6% above forecast. Weekly revenue uplift: +$40,739 (+$174,596 monthly, 49.7% above plan). Approximately 511 customers contributed to the uplift.",0.902369,HIGH,16,SUPPRESSED,Confirm attribution accuracy; verify no pixel or tracking anomalies are skewing attributed revenue,Identify which campaigns and keywords are driving the uplift; scale budget toward those performers,Performance Marketing,L,False,Suppressed,,SUPPRESSED,2024-01-31 09:00:00,MSG-SUP-0015,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +165.6% — Positive change, no alert needed | 2024-01-31"
ANO-20240202-ROAS,2024-02-02,avg_roas,1,MEDIUM,UP,54.4,0.5913,avg_roas,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[MEDIUM] avg_roas moved UP +54.4% on 2024-02-02. Root: avg_roas (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-13383.71,-6648.79,168,-57358.77,-16.32,"Marketing ROAS surged +54.4% above forecast. Weekly revenue uplift: +$13,384 (+$57,359 monthly, 16.3% above plan). Approximately 168 customers contributed to the uplift.",0.81171,HIGH,72,SUPPRESSED,Confirm attribution accuracy; verify no pixel or tracking anomalies are skewing attributed revenue,Identify which campaigns and keywords are driving the uplift; scale budget toward those performers,Performance Marketing,L,False,Suppressed,,SUPPRESSED,2024-02-02 09:00:00,MSG-SUP-0062,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +54.4% — Positive change, no alert needed | 2024-02-02"
ANO-20240227-ROAS,2024-02-27,avg_roas,1,MEDIUM,UP,96.93,2.0523,total_clicks,UP,0.9,HIGH,False,none,1.0,SUPPRESSED,True,[MEDIUM] avg_roas moved UP +96.9% on 2024-02-27. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-23847.12,-11846.82,299,-102201.95,-29.079,"Marketing ROAS surged +96.9% above forecast. Weekly revenue uplift: +$23,847 (+$102,202 monthly, 29.1% above plan). Approximately 299 customers contributed to the uplift.",0.907619,HIGH,13,SUPPRESSED,Confirm attribution accuracy; check for pixel or tracking changes inflating attributed revenue,Identify campaigns driving ROAS and click uplift; reallocate budget toward top performers,Performance Marketing,L,False,Suppressed,,SUPPRESSED,2024-02-27 09:00:00,MSG-SUP-0012,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +96.9% — Positive change, no alert needed | 2024-02-27"
ANO-20240311-ROAS,2024-03-11,avg_roas,1,MEDIUM,UP,161.94,1.8596,avg_roas,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[MEDIUM] avg_roas moved UP +161.9% on 2024-03-11. Root: avg_roas (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-39841.15,-19792.37,500,-170747.79,-48.582,"Marketing ROAS surged +161.9% above forecast. Weekly revenue uplift: +$39,841 (+$170,748 monthly, 48.6% above plan). Approximately 500 customers contributed to the uplift.",0.841755,HIGH,41,SUPPRESSED,Confirm attribution accuracy; verify no pixel or tracking anomalies are skewing attributed revenue,Identify which campaigns and keywords are driving the uplift; scale budget toward those performers,Performance Marketing,L,False,Suppressed,,SUPPRESSED,2024-03-11 09:00:00,MSG-SUP-0039,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +161.9% — Positive change, no alert needed | 2024-03-11"
ANO-20240412-ROAS,2024-04-12,avg_roas,1,MEDIUM,UP,195.55,2.0407,avg_roas,UP,,UNAVAILABLE,False,none,1.0,SUPPRESSED,True,[MEDIUM] avg_roas moved UP +195.6% on 2024-04-12. Root: avg_roas (no deeper driver above watch threshold). Positive/expected direction change -- not an issue. Escalation SUPPRESSED.,-48110.02,-23900.19,603,-206185.81,-58.665,"Marketing ROAS surged +195.6% above forecast. Weekly revenue uplift: +$48,110 (+$206,186 monthly, 58.7% above plan). Approximately 603 customers contributed to the uplift.",0.84695,HIGH,39,SUPPRESSED,Confirm attribution accuracy; verify no pixel or tracking anomalies are skewing attributed revenue,Identify which campaigns and keywords are driving the uplift; scale budget toward those performers,Performance Marketing,L,False,Suppressed,,SUPPRESSED,2024-04-12 09:00:00,MSG-SUP-0037,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +195.6% — Positive change, no alert needed | 2024-04-12"
ANO-20240417-ROAS,2024-04-17,avg_roas,1,MEDIUM,DOWN,-46.19,-0.3921,avg_roas,DOWN,,UNAVAILABLE,False,none,1.0,HIGH,False,[MEDIUM] avg_roas moved DOWN -46.2% on 2024-04-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,11363.86,5645.36,142,48702.24,13.857,"Marketing ROAS is tracking $11,364 below forecast for the week. At current trajectory, this represents a $48,702 monthly shortfall — 13.9% below plan. Approximately 142 customers experienced degraded marketing roas.",0.807203,HIGH,77,INVESTIGATE,Pause underperforming ad groups above $50 CPA; check for pixel tracking issues or attribution window changes,Shift 30% of budget from underperforming channels to email/organic; review bid strategy against target ROAS,Performance Marketing,M,False,Daily,Email,QUEUED,2024-04-18 08:00:00,MSG-INV-0012,ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -46.2% — Priority #77 | 2024-04-17
