anomaly_id,date,kpi,layer4_priority_flag,urgency_label,delivery_channel,audience,recipient,alert_subject,message_id,sent_at,delivery_status,delivery_note
ANO-20250609-ROAS,2025-06-09,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +87.2% — Positive change, no alert needed | 2025-06-09",MSG-SUP-0013,2025-06-09 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250114-ROAS,2025-01-14,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +173.8% — Positive change, no alert needed | 2025-01-14",MSG-SUP-0014,2025-01-14 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240131-ROAS,2024-01-31,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +165.6% — Positive change, no alert needed | 2024-01-31",MSG-SUP-0015,2024-01-31 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20241129-ROAS,2024-11-29,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +159.7% — Positive change, no alert needed | 2024-11-29",MSG-SUP-0016,2024-11-29 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20251128-ORD,2025-11-28,n_orders,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Order Volume UP +42.2% — Positive change, no alert needed | 2025-11-28",MSG-SUP-0017,2025-11-28 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on n_orders is the expected/positive direction -- not an issue, no escalation needed"
ANO-20241129-ORD,2024-11-29,n_orders,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Order Volume UP +37.3% — Positive change, no alert needed | 2024-11-29",MSG-SUP-0018,2024-11-29 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on n_orders is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240618-REV,2024-06-18,total_revenue_usd,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Total Revenue (USD) UP +16.8% — Positive change, no alert needed | 2024-06-18",MSG-SUP-0019,2024-06-18 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on total_revenue_usd is the expected/positive direction -- not an issue, no escalation needed"
ANO-20251128-ROAS,2025-11-28,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -58.8% — Priority #21 | 2025-11-28,MSG-INV-0002,2025-12-01 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-12-01 at 08:00.
ANO-20240618-CVR,2024-06-18,conversion_rate,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Conversion Rate UP +16.0% — Positive change, no alert needed | 2024-06-18",MSG-SUP-0020,2024-06-18 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on conversion_rate is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250924-ROAS,2025-09-24,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +92.6% — Positive change, no alert needed | 2025-09-24",MSG-SUP-0021,2025-09-24 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240417-CVR,2024-04-17,conversion_rate,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Conversion Rate UP +11.3% — Positive change, no alert needed | 2024-04-17",MSG-SUP-0022,2024-04-17 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on conversion_rate is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240618-ORD,2024-06-18,n_orders,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Order Volume UP +11.2% — Positive change, no alert needed | 2024-06-18",MSG-SUP-0023,2024-06-18 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on n_orders is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250925-CVR,2025-09-25,conversion_rate,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Conversion Rate UP +10.4% — Positive change, no alert needed | 2025-09-25",MSG-SUP-0024,2025-09-25 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on conversion_rate is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250925-ROAS,2025-09-25,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +60.0% — Positive change, no alert needed | 2025-09-25",MSG-SUP-0025,2025-09-25 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240622-REV,2024-06-22,total_revenue_usd,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Total Revenue (USD) UP +6.9% — Positive change, no alert needed | 2024-06-22",MSG-SUP-0026,2024-06-22 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on total_revenue_usd is the expected/positive direction -- not an issue, no escalation needed"
ANO-20241202-ORD,2024-12-02,n_orders,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Order Volume UP +13.3% — Positive change, no alert needed | 2024-12-02",MSG-SUP-0027,2024-12-02 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on n_orders is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240417-REV,2024-04-17,total_revenue_usd,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Total Revenue (USD) UP +6.6% — Positive change, no alert needed | 2024-04-17",MSG-SUP-0028,2024-04-17 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on total_revenue_usd is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240417-ORD,2024-04-17,n_orders,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Order Volume UP +6.0% — Positive change, no alert needed | 2024-04-17",MSG-SUP-0029,2024-04-17 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on n_orders is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240723-REV,2024-07-23,total_revenue_usd,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Total Revenue (USD) UP +4.2% — Positive change, no alert needed | 2024-07-23",MSG-SUP-0030,2024-07-23 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on total_revenue_usd is the expected/positive direction -- not an issue, no escalation needed"
ANO-20251201-REV,2025-12-01,total_revenue_usd,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Total Revenue (USD) UP +52.3% — Positive change, no alert needed | 2025-12-01",MSG-SUP-0031,2025-12-01 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on total_revenue_usd is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240809-ROAS,2024-08-09,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +265.1% — Positive change, no alert needed | 2024-08-09",MSG-SUP-0032,2024-08-09 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250121-ROAS,2025-01-21,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +263.1% — Positive change, no alert needed | 2025-01-21",MSG-SUP-0033,2025-01-21 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240130-ROAS,2024-01-30,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +259.1% — Positive change, no alert needed | 2024-01-30",MSG-SUP-0034,2024-01-30 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250920-ROAS,2025-09-20,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +229.6% — Positive change, no alert needed | 2025-09-20",MSG-SUP-0035,2025-09-20 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240903-CVR,2024-09-03,conversion_rate,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Conversion Rate UP +65.8% — Positive change, no alert needed | 2024-09-03",MSG-SUP-0036,2024-09-03 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on conversion_rate is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240412-ROAS,2024-04-12,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +195.6% — Positive change, no alert needed | 2024-04-12",MSG-SUP-0037,2024-04-12 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20251108-ROAS,2025-11-08,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +192.1% — Positive change, no alert needed | 2025-11-08",MSG-SUP-0038,2025-11-08 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240311-ROAS,2024-03-11,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +161.9% — Positive change, no alert needed | 2024-03-11",MSG-SUP-0039,2024-03-11 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240930-ROAS,2024-09-30,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +150.4% — Positive change, no alert needed | 2024-09-30",MSG-SUP-0040,2024-09-30 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240601-ROAS,2024-06-01,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +148.2% — Positive change, no alert needed | 2024-06-01",MSG-SUP-0041,2024-06-01 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240612-ROAS,2024-06-12,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +143.2% — Positive change, no alert needed | 2024-06-12",MSG-SUP-0042,2024-06-12 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240624-ROAS,2024-06-24,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +142.0% — Positive change, no alert needed | 2024-06-24",MSG-SUP-0043,2024-06-24 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250127-ROAS,2025-01-27,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -7.3% — Priority #46 | 2025-01-27,MSG-INV-0003,2025-01-28 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-01-28 at 08:00.
ANO-20250830-ROAS,2025-08-30,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +131.2% — Positive change, no alert needed | 2025-08-30",MSG-SUP-0044,2025-08-30 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250430-ROAS,2025-04-30,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +124.2% — Positive change, no alert needed | 2025-04-30",MSG-SUP-0045,2025-04-30 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240315-REV,2024-03-15,total_revenue_usd,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Total Revenue (USD) DOWN -36.5% — Priority #49 | 2024-03-15,MSG-INV-0004,2024-03-18 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-03-18 at 08:00.
ANO-20250226-ROAS,2025-02-26,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +121.1% — Positive change, no alert needed | 2025-02-26",MSG-SUP-0046,2025-02-26 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250217-ROAS,2025-02-17,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +117.7% — Positive change, no alert needed | 2025-02-17",MSG-SUP-0047,2025-02-17 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250726-ROAS,2025-07-26,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +116.7% — Positive change, no alert needed | 2025-07-26",MSG-SUP-0048,2025-07-26 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250819-ROAS,2025-08-19,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +113.8% — Positive change, no alert needed | 2025-08-19",MSG-SUP-0049,2025-08-19 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240315-ORD,2024-03-15,n_orders,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Order Volume DOWN -35.7% — Priority #54 | 2024-03-15,MSG-INV-0005,2024-03-18 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-03-18 at 08:00.
ANO-20240429-ROAS,2024-04-29,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +111.7% — Positive change, no alert needed | 2024-04-29",MSG-SUP-0050,2024-04-29 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250131-ROAS,2025-01-31,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +105.9% — Positive change, no alert needed | 2025-01-31",MSG-SUP-0051,2025-01-31 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240711-ROAS,2024-07-11,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +96.6% — Positive change, no alert needed | 2024-07-11",MSG-SUP-0052,2024-07-11 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240814-ROAS,2024-08-14,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +90.6% — Positive change, no alert needed | 2024-08-14",MSG-SUP-0053,2024-08-14 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250707-ROAS,2025-07-07,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +90.1% — Positive change, no alert needed | 2025-07-07",MSG-SUP-0054,2025-07-07 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240723-ROAS,2024-07-23,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -88.4% — Priority #60 | 2024-07-23,MSG-INV-0006,2024-07-24 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-07-24 at 08:00.
ANO-20240817-ROAS,2024-08-17,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +86.1% — Positive change, no alert needed | 2024-08-17",MSG-SUP-0055,2024-08-17 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250505-ROAS,2025-05-05,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +77.3% — Positive change, no alert needed | 2025-05-05",MSG-SUP-0056,2025-05-05 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250710-ROAS,2025-07-10,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +74.6% — Positive change, no alert needed | 2025-07-10",MSG-SUP-0057,2025-07-10 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240621-ROAS,2024-06-21,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -74.1% — Priority #64 | 2024-06-21,MSG-INV-0007,2024-06-24 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-24 at 08:00.
ANO-20250220-ROAS,2025-02-20,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +72.6% — Positive change, no alert needed | 2025-02-20",MSG-SUP-0058,2025-02-20 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240626-ROAS,2024-06-26,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -67.8% — Priority #66 | 2024-06-26,MSG-INV-0008,2024-06-27 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-06-27 at 08:00.
ANO-20250917-ROAS,2025-09-17,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -61.1% — Priority #67 | 2025-09-17,MSG-INV-0009,2025-09-18 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2025-09-18 at 08:00.
ANO-20251201-ORD,2025-12-01,n_orders,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Order Volume UP +17.1% — Positive change, no alert needed | 2025-12-01",MSG-SUP-0059,2025-12-01 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on n_orders is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240710-ROAS,2024-07-10,avg_roas,INVESTIGATE,Daily,Email,"Operations, Analyst",ops-team-dl@company.com; analytics-team-dl@company.com,[INVESTIGATE] Avg. ROAS DOWN -59.4% — Priority #69 | 2024-07-10,MSG-INV-0010,2024-07-11 08:00:00,QUEUED,Queued for daily digest email to ops-team-dl@company.com on 2024-07-11 at 08:00.
ANO-20250831-ROAS,2025-08-31,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +58.1% — Positive change, no alert needed | 2025-08-31",MSG-SUP-0060,2025-08-31 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20250129-ROAS,2025-01-29,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +56.7% — Positive change, no alert needed | 2025-01-29",MSG-SUP-0061,2025-01-29 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
ANO-20240202-ROAS,2024-02-02,avg_roas,SUPPRESSED,Suppressed,,,audit-log@company.com,"[SUPPRESSED] Avg. ROAS UP +54.4% — Positive change, no alert needed | 2024-02-02",MSG-SUP-0062,2024-02-02 09:00:00,SUPPRESSED,"Logged to audit log only. No notification sent. External driver: none. Suppressed: UP change on avg_roas is the expected/positive direction -- not an issue, no escalation needed"
